concept_key,preferred_name,semantic_definition,entity_level,value_type,cardinality,structured_shape_ref,source_of_truth_kind,read_contract,write_contract,applicability_kind,owner_candidate,representation_candidate,localization_kind,vocabulary_kind,concept_status,evidence_platforms,evidence_coverage_count,alias_concept_keys,broader_concept_key,conflicts_with_concept_keys,decision_reference,confidence,review_status,review_note
adobe:structure:downloadable_link:uid,"structure:downloadable link:uid","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,read_projection,read_only,provider_context,DownloadableComposition,identity_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:downloadable_sample:id,"structure:downloadable sample:id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,DownloadableComposition,identity_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:downloadable_sample:sample_file,"structure:downloadable sample:sample file","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,DownloadableComposition,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:downloadable_sample:sample_id,"structure:downloadable sample:sample id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,DownloadableComposition,identity_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:downloadable_sample:sample_type,"structure:downloadable sample:sample type","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,DownloadableComposition,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:downloadable_sample:sample_url,"structure:downloadable sample:sample url","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,read_projection,read_only,provider_context,DownloadableComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:downloadable_sample:sort_order,"structure:downloadable sample:sort order","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,DownloadableComposition,ordering_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:downloadable_sample:title,"structure:downloadable sample:title","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,DownloadableComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:downloadable_sample:uid,"structure:downloadable sample:uid","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,read_projection,read_only,provider_context,DownloadableComposition,identity_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:dynamic_attribute_value:attribute_code,"structure:dynamic attribute value:attribute code","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,DynamicField,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_dynamic_eav_promotion,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:dynamic_attribute_value:value,"structure:dynamic attribute value:value","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,DynamicField,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_dynamic_eav_promotion,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:giftcard_amount:attribute_id,"structure:giftcard amount:attribute id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,read_projection,read_only,provider_context,GiftCard,identity_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:giftcard_amount:uid,"structure:giftcard amount:uid","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,read_projection,read_only,provider_context,GiftCard,identity_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:giftcard_amount:value,"structure:giftcard amount:value","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,read_projection,read_only,provider_context,GiftCard,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:giftcard_amount:value_id,"structure:giftcard amount:value id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,read_projection,read_only,provider_context,GiftCard,identity_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:giftcard_amount:website_id,"structure:giftcard amount:website id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,read_projection,read_only,provider_context,GiftCard,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:giftcard_amount:website_value,"structure:giftcard amount:website value","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,read_projection,read_only,provider_context,GiftCard,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:giftcard_amount_list:amount,"structure:giftcard amount list:amount","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,GiftCard,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:grouped_product_item:position,"structure:grouped product item:position","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,GroupedComposition,ordering_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:grouped_product_item:qty,"structure:grouped product item:qty","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,GroupedComposition,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:grouped_product_item:sku,"structure:grouped product item:sku","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,import_representation,writable,provider_context,GroupedComposition,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_sales_channel:code,"structure:inventory sales channel:code","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_sales_channel:type,"structure:inventory sales channel:type","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_source:city,"structure:inventory source:city","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_source:contact_name,"structure:inventory source:contact name","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_source:country_id,"structure:inventory source:country id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_source:email,"structure:inventory source:email","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_source:enabled,"structure:inventory source:enabled","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_source:latitude,"structure:inventory source:latitude","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_source:longitude,"structure:inventory source:longitude","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_source:name,"structure:inventory source:name","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_source:phone,"structure:inventory source:phone","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_source:postcode,"structure:inventory source:postcode","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_source:region_id,"structure:inventory source:region id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_source:source_code,"structure:inventory source:source code","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_source_item:quantity,"structure:inventory source item:quantity","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Availability,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_source_item:sku,"structure:inventory source item:sku","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Availability,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_source_item:source_code,"structure:inventory source item:source code","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Availability,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_source_item:status,"structure:inventory source item:status","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Availability,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_stock:name,"structure:inventory stock:name","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_stock:sales_channels,"structure:inventory stock:sales channels","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_stock:stock_id,"structure:inventory stock:stock id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,identity_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_stock_source_link:priority,"structure:inventory stock source link:priority","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,ordering_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_stock_source_link:source_code,"structure:inventory stock source link:source code","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,reference_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:inventory_stock_source_link:stock_id,"structure:inventory stock source link:stock id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Inventory,identity_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_content:base64_encoded_data,"structure:media content:base64 encoded data","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_content:name,"structure:media content:name","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,structured,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,Media,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_content:type,"structure:media content:type","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,structured,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,Media,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_gallery_entry:content,"structure:media gallery entry:content","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_gallery_entry:disabled,"structure:media gallery entry:disabled","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,media_role_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_gallery_entry:file,"structure:media gallery entry:file","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_gallery_entry:id,"structure:media gallery entry:id","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,identity_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_gallery_entry:label,"structure:media gallery entry:label","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,media_role_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_gallery_entry:media_type,"structure:media gallery entry:media type","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,media_role_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_gallery_entry:position,"structure:media gallery entry:position","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,ordering_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_gallery_entry:types,"structure:media gallery entry:types","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,media_role_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_gallery_entry:uid,"structure:media gallery entry:uid","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,Media,identity_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_gallery_entry:video_content,"structure:media gallery entry:video content","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_video_content:media_type,"structure:media video content:media type","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,structured,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,Media,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_video_content:video_description,"structure:media video content:video description","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_video_content:video_metadata,"structure:media video content:video metadata","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,structured,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,Media,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_video_content:video_provider,"structure:media video content:video provider","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,structured,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,Media,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_video_content:video_title,"structure:media video content:video title","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Media,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:media_video_content:video_url,"structure:media video content:video url","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,provider_typed,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,Media,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:structure:product_link:link_type,"structure:product link:link type","Adobe-local semantic represented by frozen provider evidence.",StructuredMember,structured,optional_one,not_applicable,merchant_or_domain,readable,not_proven,provider_context,ProductAssociation,value_or_context_member,store_scope_not_localization,provider_controlled_or_typed,structure,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
