object_family,subfield,entry_kind,semantic_note,source_surface,write_semantics,review_status
delivery_carrier_calculated_option_definition_update_input,isActive,connector_context,DeliveryCarrierCalculatedOptionDefinitionUpdateInput.isActive (Boolean) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_option_definition_update_input,rateGroupsToCreate,structured_capability,DeliveryCarrierCalculatedOptionDefinitionUpdateInput.rateGroupsToCreate ([DeliveryCarrierCalculatedRateGroupCreateInput!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_option_definition_update_input,rateGroupsToDelete,connector_context,DeliveryCarrierCalculatedOptionDefinitionUpdateInput.rateGroupsToDelete ([ID!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_option_definition_update_input,rateGroupsToUpdate,structured_capability,DeliveryCarrierCalculatedOptionDefinitionUpdateInput.rateGroupsToUpdate ([DeliveryCarrierCalculatedRateGroupUpdateInput!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_option_definition_update_input,currency,domain_value,DeliveryFlatRateOptionDefinitionUpdateInput.currency (CurrencyCode) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_option_definition_update_input,description,connector_context,DeliveryFlatRateOptionDefinitionUpdateInput.description (String) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_option_definition_update_input,freeDeliveryMinimumValue,structured_capability,DeliveryFlatRateOptionDefinitionUpdateInput.freeDeliveryMinimumValue (MoneyInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_option_definition_update_input,id,connector_context,DeliveryFlatRateOptionDefinitionUpdateInput.id (ID!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_option_definition_update_input,isActive,connector_context,DeliveryFlatRateOptionDefinitionUpdateInput.isActive (Boolean) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_option_definition_update_input,name,connector_context,DeliveryFlatRateOptionDefinitionUpdateInput.name (String) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_option_definition_update_input,rateGroupsToCreate,structured_capability,DeliveryFlatRateOptionDefinitionUpdateInput.rateGroupsToCreate ([DeliveryFlatRateGroupCreateInput!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_option_definition_update_input,rateGroupsToDelete,connector_context,DeliveryFlatRateOptionDefinitionUpdateInput.rateGroupsToDelete ([ID!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_option_definition_update_input,rateGroupsToUpdate,structured_capability,DeliveryFlatRateOptionDefinitionUpdateInput.rateGroupsToUpdate ([DeliveryFlatRateGroupUpdateInput!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_option_definition_update_input,currency,domain_value,DeliveryValueBasedOptionDefinitionUpdateInput.currency (CurrencyCode) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_option_definition_update_input,description,connector_context,DeliveryValueBasedOptionDefinitionUpdateInput.description (String) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_option_definition_update_input,freeDeliveryMinimumValue,structured_capability,DeliveryValueBasedOptionDefinitionUpdateInput.freeDeliveryMinimumValue (MoneyInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_option_definition_update_input,id,connector_context,DeliveryValueBasedOptionDefinitionUpdateInput.id (ID!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_option_definition_update_input,isActive,connector_context,DeliveryValueBasedOptionDefinitionUpdateInput.isActive (Boolean) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_option_definition_update_input,name,connector_context,DeliveryValueBasedOptionDefinitionUpdateInput.name (String) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_option_definition_update_input,rateGroupsToCreate,structured_capability,DeliveryValueBasedOptionDefinitionUpdateInput.rateGroupsToCreate ([DeliveryValueBasedRateGroupCreateInput!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_option_definition_update_input,rateGroupsToDelete,connector_context,DeliveryValueBasedOptionDefinitionUpdateInput.rateGroupsToDelete ([ID!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_option_definition_update_input,rateGroupsToUpdate,structured_capability,DeliveryValueBasedOptionDefinitionUpdateInput.rateGroupsToUpdate ([DeliveryValueBasedRateGroupUpdateInput!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_option_definition_update_input,currency,domain_value,DeliveryWeightBasedOptionDefinitionUpdateInput.currency (CurrencyCode) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_option_definition_update_input,description,connector_context,DeliveryWeightBasedOptionDefinitionUpdateInput.description (String) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_option_definition_update_input,freeDeliveryMinimumValue,structured_capability,DeliveryWeightBasedOptionDefinitionUpdateInput.freeDeliveryMinimumValue (MoneyInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_option_definition_update_input,id,connector_context,DeliveryWeightBasedOptionDefinitionUpdateInput.id (ID!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_option_definition_update_input,isActive,connector_context,DeliveryWeightBasedOptionDefinitionUpdateInput.isActive (Boolean) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_option_definition_update_input,name,connector_context,DeliveryWeightBasedOptionDefinitionUpdateInput.name (String) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_option_definition_update_input,rateGroupsToCreate,structured_capability,DeliveryWeightBasedOptionDefinitionUpdateInput.rateGroupsToCreate ([DeliveryWeightBasedRateGroupCreateInput!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_option_definition_update_input,rateGroupsToDelete,connector_context,DeliveryWeightBasedOptionDefinitionUpdateInput.rateGroupsToDelete ([ID!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_option_definition_update_input,rateGroupsToUpdate,structured_capability,DeliveryWeightBasedOptionDefinitionUpdateInput.rateGroupsToUpdate ([DeliveryWeightBasedRateGroupUpdateInput!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
money_input,amount,domain_value,MoneyInput.amount (Decimal!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
money_input,currencyCode,domain_value,MoneyInput.currencyCode (CurrencyCode!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_rate_group_create_input,absoluteAdjustment,structured_capability,DeliveryCarrierCalculatedRateGroupCreateInput.absoluteAdjustment (MoneyInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_rate_group_create_input,autoIncludeNewServices,connector_context,DeliveryCarrierCalculatedRateGroupCreateInput.autoIncludeNewServices (Boolean) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_rate_group_create_input,carrierServiceId,connector_context,DeliveryCarrierCalculatedRateGroupCreateInput.carrierServiceId (ID!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_rate_group_create_input,conditions,structured_capability,DeliveryCarrierCalculatedRateGroupCreateInput.conditions (DeliveryRateConditionsCreateInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_rate_group_create_input,percentageAdjustment,domain_value,DeliveryCarrierCalculatedRateGroupCreateInput.percentageAdjustment (Int) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_rate_group_create_input,serviceConfiguration,structured_capability,DeliveryCarrierCalculatedRateGroupCreateInput.serviceConfiguration ([DeliveryCarrierCalculatedRateGroupServiceInput!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_group_create_input,conditions,structured_capability,DeliveryFlatRateGroupCreateInput.conditions (DeliveryRateConditionsCreateInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_group_create_input,rate,structured_capability,DeliveryFlatRateGroupCreateInput.rate (DeliveryFlatRateCreateInput!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_group_create_input,conditions,structured_capability,DeliveryValueBasedRateGroupCreateInput.conditions (DeliveryRateConditionsCreateInput!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_group_create_input,rates,structured_capability,DeliveryValueBasedRateGroupCreateInput.rates ([DeliveryValueBasedRateCreateInput!]!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_group_create_input,conditions,structured_capability,DeliveryWeightBasedRateGroupCreateInput.conditions (DeliveryRateConditionsCreateInput!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_group_create_input,rates,structured_capability,DeliveryWeightBasedRateGroupCreateInput.rates ([DeliveryWeightBasedRateCreateInput!]!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_rate_group_update_input,absoluteAdjustment,structured_capability,DeliveryCarrierCalculatedRateGroupUpdateInput.absoluteAdjustment (MoneyInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_rate_group_update_input,autoIncludeNewServices,connector_context,DeliveryCarrierCalculatedRateGroupUpdateInput.autoIncludeNewServices (Boolean) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_rate_group_update_input,carrierServiceId,connector_context,DeliveryCarrierCalculatedRateGroupUpdateInput.carrierServiceId (ID) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_rate_group_update_input,conditions,structured_capability,DeliveryCarrierCalculatedRateGroupUpdateInput.conditions (DeliveryRateConditionsUpdateInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_rate_group_update_input,id,connector_context,DeliveryCarrierCalculatedRateGroupUpdateInput.id (ID!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_rate_group_update_input,percentageAdjustment,domain_value,DeliveryCarrierCalculatedRateGroupUpdateInput.percentageAdjustment (Int) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_rate_group_update_input,serviceConfiguration,structured_capability,DeliveryCarrierCalculatedRateGroupUpdateInput.serviceConfiguration ([DeliveryCarrierCalculatedRateGroupServiceInput!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_group_update_input,conditions,structured_capability,DeliveryFlatRateGroupUpdateInput.conditions (DeliveryRateConditionsUpdateInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_group_update_input,id,connector_context,DeliveryFlatRateGroupUpdateInput.id (ID!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_group_update_input,rate,structured_capability,DeliveryFlatRateGroupUpdateInput.rate (DeliveryFlatRateUpdateInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_group_update_input,conditions,structured_capability,DeliveryValueBasedRateGroupUpdateInput.conditions (DeliveryRateConditionsUpdateInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_group_update_input,id,connector_context,DeliveryValueBasedRateGroupUpdateInput.id (ID!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_group_update_input,ratesToCreate,structured_capability,DeliveryValueBasedRateGroupUpdateInput.ratesToCreate ([DeliveryValueBasedRateCreateInput!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_group_update_input,ratesToDelete,connector_context,DeliveryValueBasedRateGroupUpdateInput.ratesToDelete ([ID!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_group_update_input,ratesToUpdate,structured_capability,DeliveryValueBasedRateGroupUpdateInput.ratesToUpdate ([DeliveryValueBasedRateUpdateInput!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_group_update_input,conditions,structured_capability,DeliveryWeightBasedRateGroupUpdateInput.conditions (DeliveryRateConditionsUpdateInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_group_update_input,id,connector_context,DeliveryWeightBasedRateGroupUpdateInput.id (ID!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_group_update_input,ratesToCreate,structured_capability,DeliveryWeightBasedRateGroupUpdateInput.ratesToCreate ([DeliveryWeightBasedRateCreateInput!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_group_update_input,ratesToDelete,connector_context,DeliveryWeightBasedRateGroupUpdateInput.ratesToDelete ([ID!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_group_update_input,ratesToUpdate,structured_capability,DeliveryWeightBasedRateGroupUpdateInput.ratesToUpdate ([DeliveryWeightBasedRateUpdateInput!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_rate_conditions_create_input,collectionsToAdd,connector_context,DeliveryRateConditionsCreateInput.collectionsToAdd ([ID!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_rate_conditions_create_input,originLocationsToAdd,connector_context,DeliveryRateConditionsCreateInput.originLocationsToAdd ([ID!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_rate_group_service_input,name,connector_context,DeliveryCarrierCalculatedRateGroupServiceInput.name (String!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_carrier_calculated_rate_group_service_input,status,connector_context,DeliveryCarrierCalculatedRateGroupServiceInput.status (DeliveryCarrierCalculatedRateGroupServiceStatus!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_create_input,price,structured_capability,DeliveryFlatRateCreateInput.price (MoneyInput!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_create_input,transitTimeMaxSeconds,domain_value,DeliveryFlatRateCreateInput.transitTimeMaxSeconds (Int) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_flat_rate_create_input,transitTimeMinSeconds,domain_value,DeliveryFlatRateCreateInput.transitTimeMinSeconds (Int) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_create_input,maxValue,structured_capability,DeliveryValueBasedRateCreateInput.maxValue (MoneyInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_create_input,minValue,structured_capability,DeliveryValueBasedRateCreateInput.minValue (MoneyInput!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_create_input,price,structured_capability,DeliveryValueBasedRateCreateInput.price (MoneyInput!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_create_input,transitTimeMaxSeconds,domain_value,DeliveryValueBasedRateCreateInput.transitTimeMaxSeconds (Int) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_value_based_rate_create_input,transitTimeMinSeconds,domain_value,DeliveryValueBasedRateCreateInput.transitTimeMinSeconds (Int) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_create_input,maxWeight,structured_capability,DeliveryWeightBasedRateCreateInput.maxWeight (WeightInput) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_create_input,minWeight,structured_capability,DeliveryWeightBasedRateCreateInput.minWeight (WeightInput!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_create_input,price,structured_capability,DeliveryWeightBasedRateCreateInput.price (MoneyInput!) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_create_input,transitTimeMaxSeconds,domain_value,DeliveryWeightBasedRateCreateInput.transitTimeMaxSeconds (Int) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_weight_based_rate_create_input,transitTimeMinSeconds,domain_value,DeliveryWeightBasedRateCreateInput.transitTimeMinSeconds (Int) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_rate_conditions_update_input,collectionsToAdd,connector_context,DeliveryRateConditionsUpdateInput.collectionsToAdd ([ID!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_rate_conditions_update_input,collectionsToRemove,connector_context,DeliveryRateConditionsUpdateInput.collectionsToRemove ([ID!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_rate_conditions_update_input,originLocationsToAdd,connector_context,DeliveryRateConditionsUpdateInput.originLocationsToAdd ([ID!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_rate_conditions_update_input,originLocationsToRemove,connector_context,DeliveryRateConditionsUpdateInput.originLocationsToRemove ([ID!]) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
delivery_rate_conditions_update_input,resetToAllProducts,connector_context,DeliveryRateConditionsUpdateInput.resetToAllProducts (Boolean) in the 2026-07 market-driven shipping input graph,admin_graphql_catalogs_markets,WRITE via Market.delivery.shipping configuration; live authority/entitlement must be proven on the connected shop,LEAD_COMPLETENESS_PASS
