shopify_object,shopify_key_or_capability,entry_kind,cluster,api_version_scope,source_surface,read_semantics,write_semantics,platform_owner_candidate,representation_candidate,review_status
GiftCardProductVariantSetInput,position,domain_value,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; gift-card variant defaults force non-taxable/no-shipping/untracked inventory,Gift-card Product capability,position,INITIAL_RESEARCH
GiftCardProductVariantSetInput,price,domain_value,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; gift-card variant defaults force non-taxable/no-shipping/untracked inventory,Gift-card Product capability,price,INITIAL_RESEARCH
GiftCardProductVariantSetInput,published,domain_value,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; gift-card variant defaults force non-taxable/no-shipping/untracked inventory,Gift-card Product capability,published,INITIAL_RESEARCH
GiftCardProductVariantSetInput,sku,semantic_field,gift_card_product,2026-07,admin_graphql_gift_card_product,input schema,WRITE via giftCardProductSet; gift-card variant defaults force non-taxable/no-shipping/untracked inventory,Gift-card Product capability,sku,INITIAL_RESEARCH
StandardMetafieldDefinition,descriptors.subtitle,schema_metadata,product_content,current standard definition list,shopify_standard_metafields,standard definition/template READ,values readable/writable when enabled and access permits; enable via standard definition mechanisms,Cross-platform semantic candidate / connector schema,Product subtitle [single_line_text_field] on PRODUCT;PRODUCTVARIANT,INITIAL_RESEARCH
StandardMetafieldDefinition,descriptors.care_guide,schema_metadata,product_content,current standard definition list,shopify_standard_metafields,standard definition/template READ,values readable/writable when enabled and access permits; enable via standard definition mechanisms,Cross-platform semantic candidate / connector schema,Care guide [multi_line_text_field] on PRODUCT;PRODUCTVARIANT,INITIAL_RESEARCH
StandardMetafieldDefinition,facts.isbn,schema_metadata,variant_identity,current standard definition list,shopify_standard_metafields,standard definition/template READ,values readable/writable when enabled and access permits; enable via standard definition mechanisms,Cross-platform semantic candidate / connector schema,ISBN [single_line_text_field] on PRODUCT;PRODUCTVARIANT,INITIAL_RESEARCH
StandardMetafieldDefinition,facts.upc,schema_metadata,variant_identity,current standard definition list,shopify_standard_metafields,standard definition/template READ,values readable/writable when enabled and access permits; enable via standard definition mechanisms,Cross-platform semantic candidate / connector schema,UPC [single_line_text_field] on PRODUCT;PRODUCTVARIANT,INITIAL_RESEARCH
StandardMetafieldDefinition,facts.ean,schema_metadata,variant_identity,current standard definition list,shopify_standard_metafields,standard definition/template READ,values readable/writable when enabled and access permits; enable via standard definition mechanisms,Cross-platform semantic candidate / connector schema,EAN [single_line_text_field] on PRODUCT;PRODUCTVARIANT,INITIAL_RESEARCH
StandardMetafieldDefinition,reviews.rating,schema_metadata,reviews_ratings,current standard definition list,shopify_standard_metafields,standard definition/template READ,values readable/writable when enabled and access permits; enable via standard definition mechanisms,Cross-platform semantic candidate / connector schema,Product rating [rating] on PRODUCT;PRODUCTVARIANT,INITIAL_RESEARCH
StandardMetafieldDefinition,reviews.rating_count,schema_metadata,reviews_ratings,current standard definition list,shopify_standard_metafields,standard definition/template READ,values readable/writable when enabled and access permits; enable via standard definition mechanisms,Cross-platform semantic candidate / connector schema,Product rating count [number_integer] on PRODUCT;PRODUCTVARIANT,INITIAL_RESEARCH
StandardMetafieldDefinition,shopify--discovery--product_recommendation.related_products,schema_metadata,collections_relations,current standard definition list,shopify_standard_metafields,standard definition/template READ,values readable/writable when enabled and access permits; enable via standard definition mechanisms,Cross-platform semantic candidate / connector schema,Related products [list.product_reference] on PRODUCT,INITIAL_RESEARCH
StandardMetafieldDefinition,shopify--discovery--product_recommendation.related_products_display,schema_metadata,presentation_template,current standard definition list,shopify_standard_metafields,standard definition/template READ,values readable/writable when enabled and access permits; enable via standard definition mechanisms,Cross-platform semantic candidate / connector schema,Related products setting [single_line_text_field] on PRODUCT,INITIAL_RESEARCH
StandardMetafieldDefinition,shopify--discovery--product_search_boost.queries,schema_metadata,seo_routing,current standard definition list,shopify_standard_metafields,standard definition/template READ,values readable/writable when enabled and access permits; enable via standard definition mechanisms,Cross-platform semantic candidate / connector schema,Search product boosts [list.single_line_text_field] on PRODUCT,INITIAL_RESEARCH
StandardMetafieldDefinition,shopify--discovery--product_recommendation.complementary_products,schema_metadata,collections_relations,current standard definition list,shopify_standard_metafields,standard definition/template READ,values readable/writable when enabled and access permits; enable via standard definition mechanisms,Cross-platform semantic candidate / connector schema,Complementary products [list.product_reference] on PRODUCT,INITIAL_RESEARCH
StandardMetafieldDefinition,import_information.trade_item_description,schema_metadata,shipping_customs,current standard definition list,shopify_standard_metafields,standard definition/template READ,values readable/writable when enabled and access permits; enable via standard definition mechanisms,Cross-platform semantic candidate / connector schema,Trade item description [multi_line_text_field] on PRODUCT;PRODUCTVARIANT,INITIAL_RESEARCH
StandardMetafieldDefinition,import_information.product_transport_declaration,schema_metadata,shipping_customs,current standard definition list,shopify_standard_metafields,standard definition/template READ,values readable/writable when enabled and access permits; enable via standard definition mechanisms,Cross-platform semantic candidate / connector schema,Product transport declaration [list.single_line_text_field] on PRODUCT;PRODUCTVARIANT,INITIAL_RESEARCH
StandardMetafieldDefinition,shopify.external_url,schema_metadata,seo_routing,current standard definition list,shopify_standard_metafields,standard definition/template READ,values readable/writable when enabled and access permits; enable via standard definition mechanisms,Cross-platform semantic candidate / connector schema,External URL [url] on PRODUCTVARIANT,INITIAL_RESEARCH
StandardMetafieldDefinition,shopify.unavailable_reason,schema_metadata,product_identity_lifecycle,current standard definition list,shopify_standard_metafields,standard definition/template READ,values readable/writable when enabled and access permits; enable via standard definition mechanisms,Cross-platform semantic candidate / connector schema,Unavailable reason [single_line_text_field] on PRODUCT,INITIAL_RESEARCH
StandardMetaobjectDefinition,product_review,structured_capability,reviews_ratings,current standard definition list,shopify_standard_metaobjects,standard definition/template READ,available only to approved partners; enable/use per standard metaobject rules,Reviews/ratings capability,structured Product Review metaobject,INITIAL_RESEARCH
ProductSetIdentifiers,customId,structured_capability,product_sync_mutation,2026-07,admin_graphql_product_set,input identifier,WRITE identifier for productSet/giftCardProductSet upsert,External identity / connector sync,unique metafield value custom identifier,LEAD_COMPLETENESS_PASS
ProductSetIdentifiers,handle,connector_context,product_sync_mutation,2026-07,admin_graphql_product_set,input identifier,WRITE identifier for productSet/giftCardProductSet upsert,External identity / connector sync,Shopify handle identifier,LEAD_COMPLETENESS_PASS
ProductSetIdentifiers,id,external_system_metadata,product_sync_mutation,2026-07,admin_graphql_product_set,input identifier,WRITE identifier for productSet/giftCardProductSet upsert,External identity / connector sync,Shopify Product GID,LEAD_COMPLETENESS_PASS
ProductSetOperation,id,external_system_metadata,product_sync_mutation,2026-07,admin_graphql_product_set,READ via productOperation query,system-owned async operation result,Connector sync orchestration,operation GID,LEAD_COMPLETENESS_PASS
ProductSetOperation,product,structured_capability,product_sync_mutation,2026-07,admin_graphql_product_set,READ via productOperation query,system-owned async operation result,Connector sync orchestration,created/updated Product result,LEAD_COMPLETENESS_PASS
ProductSetOperation,status,external_system_metadata,product_sync_mutation,2026-07,admin_graphql_product_set,READ via productOperation query,system-owned async operation result,Connector sync orchestration,CREATED / ACTIVE / COMPLETE,LEAD_COMPLETENESS_PASS
ProductSetOperation,userErrors,structured_capability,product_sync_mutation,2026-07,admin_graphql_product_set,READ via productOperation query,system-owned async operation result,Connector sync orchestration,async mutation user-error list,LEAD_COMPLETENESS_PASS
GenericFile,alt,semantic_field,media,2026-07,admin_graphql_files,READ,file update/create where supported,Media/assets,alt,LEAD_COMPLETENESS_PASS
GenericFile,createdAt,external_system_metadata,media,2026-07,admin_graphql_files,READ,system-owned,Media/assets,createdAt,LEAD_COMPLETENESS_PASS
GenericFile,fileErrors,derived_projection,media,2026-07,admin_graphql_files,READ,system-owned,Media/assets,fileErrors,LEAD_COMPLETENESS_PASS
GenericFile,fileStatus,derived_projection,media,2026-07,admin_graphql_files,READ,system-owned,Media/assets,fileStatus,LEAD_COMPLETENESS_PASS
GenericFile,id,external_system_metadata,media,2026-07,admin_graphql_files,READ,system-owned GID,Media/assets,id,LEAD_COMPLETENESS_PASS
GenericFile,mimeType,derived_projection,media,2026-07,admin_graphql_files,READ,system-detected,Media/assets,mimeType,LEAD_COMPLETENESS_PASS
GenericFile,originalFileSize,derived_projection,media,2026-07,admin_graphql_files,READ,system-detected,Media/assets,originalFileSize,LEAD_COMPLETENESS_PASS
GenericFile,preview,derived_projection,media,2026-07,admin_graphql_files,READ,system-generated,Media/assets,preview,LEAD_COMPLETENESS_PASS
GenericFile,updatedAt,external_system_metadata,media,2026-07,admin_graphql_files,READ,system-owned,Media/assets,updatedAt,LEAD_COMPLETENESS_PASS
GenericFile,url,derived_projection,media,2026-07,admin_graphql_files,READ,system file URL,Media/assets,url,LEAD_COMPLETENESS_PASS
CollectionSource,app,external_system_metadata,collections_relations,2026-07,admin_graphql_collection_sources,READ,source-type-specific writes,Category/relations,owning app,LEAD_COMPLETENESS_PASS
CollectionSource,description,schema_metadata,collections_relations,2026-07,admin_graphql_collection_sources,READ,source-type-specific writes,Category/relations,source description,LEAD_COMPLETENESS_PASS
CollectionSource,id,external_system_metadata,collections_relations,2026-07,admin_graphql_collection_sources,READ,source-type-specific writes,Category/relations,source GID,LEAD_COMPLETENESS_PASS
CollectionSource,title,schema_metadata,collections_relations,2026-07,admin_graphql_collection_sources,READ,source-type-specific writes,Category/relations,source title,LEAD_COMPLETENESS_PASS
CollectionConditionsSource,app,external_system_metadata,collections_relations,2026-07,admin_graphql_collection_sources,READ,collection source mutations,Category/relations,owning app,LEAD_COMPLETENESS_PASS
CollectionConditionsSource,description,schema_metadata,collections_relations,2026-07,admin_graphql_collection_sources,READ,collection source mutations,Category/relations,description,LEAD_COMPLETENESS_PASS
CollectionConditionsSource,exclusion,structured_capability,collections_relations,2026-07,admin_graphql_collection_sources,READ,collection source mutations,Category/relations,exclusion rules/selections,LEAD_COMPLETENESS_PASS
CollectionConditionsSource,id,external_system_metadata,collections_relations,2026-07,admin_graphql_collection_sources,READ,collection source mutations,Category/relations,source GID,LEAD_COMPLETENESS_PASS
CollectionConditionsSource,inclusion,structured_capability,collections_relations,2026-07,admin_graphql_collection_sources,READ,collection source mutations,Category/relations,inclusion rules/selections,LEAD_COMPLETENESS_PASS
CollectionConditionsSource,products,structured_capability,collections_relations,2026-07,admin_graphql_collection_sources,READ,collection source mutations,Category/relations,resolved products,LEAD_COMPLETENESS_PASS
CollectionConditionsSource,shareable,domain_value,collections_relations,2026-07,admin_graphql_collection_sources,READ,collection source mutations,Category/relations,source sharing/ownership policy,LEAD_COMPLETENESS_PASS
CollectionConditionsSource,targetType,schema_metadata,collections_relations,2026-07,admin_graphql_collection_sources,READ,collection source mutations,Category/relations,PRODUCTS or variant-level target semantics,LEAD_COMPLETENESS_PASS
CollectionConditionsSource,title,schema_metadata,collections_relations,2026-07,admin_graphql_collection_sources,READ,collection source mutations,Category/relations,source title,LEAD_COMPLETENESS_PASS
CollectionSubCollectionsSource,app,external_system_metadata,collections_relations,2026-07,admin_graphql_collection_sources,READ,collection source mutations; source is non-shareable,Category/relations,owning app,LEAD_COMPLETENESS_PASS
CollectionSubCollectionsSource,collections,structured_capability,collections_relations,2026-07,admin_graphql_collection_sources,READ,collection source mutations; source is non-shareable,Category/relations,referenced sub-collections,LEAD_COMPLETENESS_PASS
CollectionSubCollectionsSource,description,schema_metadata,collections_relations,2026-07,admin_graphql_collection_sources,READ,collection source mutations; source is non-shareable,Category/relations,description,LEAD_COMPLETENESS_PASS
CollectionSubCollectionsSource,id,external_system_metadata,collections_relations,2026-07,admin_graphql_collection_sources,READ,collection source mutations; source is non-shareable,Category/relations,source GID,LEAD_COMPLETENESS_PASS
CollectionSubCollectionsSource,title,schema_metadata,collections_relations,2026-07,admin_graphql_collection_sources,READ,collection source mutations; source is non-shareable,Category/relations,source title,LEAD_COMPLETENESS_PASS
CollectionLegacyRuleSet,ruleSet,structured_capability,collections_relations,2026-07,admin_graphql_collections,legacy READ/compatibility,DEPRECATED current write model; migrate to Collection sources/conditions,Category/relations,legacy smart-collection ruleSet,LEAD_COMPLETENESS_PASS
PriceListParent,adjustment,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_pricelists,READ,WRITE via PriceList parent input,Pricing,relative price adjustment,LEAD_COMPLETENESS_PASS
PriceListParent,settings,structured_capability,pricing_contextual_catalogs,2026-07,admin_graphql_pricelists,READ,WRITE via PriceList parent input,Pricing,compare-at adjustment settings,LEAD_COMPLETENESS_PASS
PriceListAdjustment,type,domain_value,pricing_contextual_catalogs,2026-07,admin_graphql_pricelists,READ,WRITE via PriceListAdjustmentInput,Pricing,percentage adjustment type,LEAD_COMPLETENESS_PASS
PriceListAdjustment,value,domain_value,pricing_contextual_catalogs,2026-07,admin_graphql_pricelists,READ,WRITE via PriceListAdjustmentInput,Pricing,adjustment value; positive reduces and negative increases per Shopify semantics,LEAD_COMPLETENESS_PASS
PriceListAdjustmentSettings,compareAtMode,domain_value,pricing_contextual_catalogs,2026-07,admin_graphql_pricelists,READ,WRITE via PriceListAdjustmentSettingsInput,Pricing,compare-at adjustment mode,LEAD_COMPLETENESS_PASS
QuantityRule,increment,domain_value,quantity_pricing,2026-07,admin_graphql_pricelists,READ,WRITE via QuantityRuleInput/quantity pricing mutations where field writable,Pricing,allowed quantity increment,LEAD_COMPLETENESS_PASS
QuantityRule,isDefault,derived_projection,quantity_pricing,2026-07,admin_graphql_pricelists,READ,WRITE via QuantityRuleInput/quantity pricing mutations where field writable,Pricing,default-rule projection,LEAD_COMPLETENESS_PASS
QuantityRule,maximum,domain_value,quantity_pricing,2026-07,admin_graphql_pricelists,READ,WRITE via QuantityRuleInput/quantity pricing mutations where field writable,Pricing,maximum order quantity,LEAD_COMPLETENESS_PASS
QuantityRule,minimum,domain_value,quantity_pricing,2026-07,admin_graphql_pricelists,READ,WRITE via QuantityRuleInput/quantity pricing mutations where field writable,Pricing,minimum order quantity,LEAD_COMPLETENESS_PASS
QuantityRule,originType,derived_projection,quantity_pricing,2026-07,admin_graphql_pricelists,READ,WRITE via QuantityRuleInput/quantity pricing mutations where field writable,Pricing,origin/default source,LEAD_COMPLETENESS_PASS
QuantityRule,productVariant,external_system_metadata,quantity_pricing,2026-07,admin_graphql_pricelists,READ,WRITE via QuantityRuleInput/quantity pricing mutations where field writable,Pricing,variant reference,LEAD_COMPLETENESS_PASS
SellingPlanGroup,appId,external_system_metadata,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,appId,LEAD_COMPLETENESS_PASS
SellingPlanGroup,appliesToProduct,derived_projection,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,appliesToProduct,LEAD_COMPLETENESS_PASS
SellingPlanGroup,appliesToProductVariant,derived_projection,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,appliesToProductVariant,LEAD_COMPLETENESS_PASS
SellingPlanGroup,appliesToProductVariants,derived_projection,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,appliesToProductVariants,LEAD_COMPLETENESS_PASS
SellingPlanGroup,createdAt,external_system_metadata,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,createdAt,LEAD_COMPLETENESS_PASS
SellingPlanGroup,description,semantic_field,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,description,LEAD_COMPLETENESS_PASS
SellingPlanGroup,id,external_system_metadata,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,id,LEAD_COMPLETENESS_PASS
SellingPlanGroup,merchantCode,schema_metadata,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,merchantCode,LEAD_COMPLETENESS_PASS
SellingPlanGroup,name,semantic_field,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,name,LEAD_COMPLETENESS_PASS
SellingPlanGroup,options,structured_capability,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,options,LEAD_COMPLETENESS_PASS
SellingPlanGroup,position,domain_value,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,position,LEAD_COMPLETENESS_PASS
SellingPlanGroup,productsCount,derived_projection,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,productsCount,LEAD_COMPLETENESS_PASS
SellingPlanGroup,productVariantsCount,derived_projection,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,productVariantsCount,LEAD_COMPLETENESS_PASS
SellingPlanGroup,summary,derived_projection,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,summary,LEAD_COMPLETENESS_PASS
SellingPlanGroup,translations,structured_capability,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via selling-plan group mutations where applicable,Purchase options/Pricing,translations,LEAD_COMPLETENESS_PASS
SellingPlan,createdAt,external_system_metadata,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via SellingPlanInput where applicable,Purchase options/Pricing,createdAt,LEAD_COMPLETENESS_PASS
SellingPlan,description,semantic_field,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via SellingPlanInput where applicable,Purchase options/Pricing,description,LEAD_COMPLETENESS_PASS
SellingPlan,id,external_system_metadata,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via SellingPlanInput where applicable,Purchase options/Pricing,id,LEAD_COMPLETENESS_PASS
SellingPlan,inventoryPolicy,structured_capability,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via SellingPlanInput where applicable,Purchase options/Pricing,inventoryPolicy,LEAD_COMPLETENESS_PASS
SellingPlan,metafield,structured_capability,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via SellingPlanInput where applicable,Purchase options/Pricing,metafield,LEAD_COMPLETENESS_PASS
SellingPlan,metafields,structured_capability,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via SellingPlanInput where applicable,Purchase options/Pricing,metafields,LEAD_COMPLETENESS_PASS
SellingPlan,name,semantic_field,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via SellingPlanInput where applicable,Purchase options/Pricing,name,LEAD_COMPLETENESS_PASS
SellingPlan,position,domain_value,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via SellingPlanInput where applicable,Purchase options/Pricing,position,LEAD_COMPLETENESS_PASS
SellingPlan,translations,structured_capability,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ,WRITE via SellingPlanInput where applicable,Purchase options/Pricing,translations,LEAD_COMPLETENESS_PASS
TaxonomyChoiceListAttribute,id,external_system_metadata,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy schema; Product assignment is separate,Taxonomy/channel mapping,id,LEAD_COMPLETENESS_PASS
TaxonomyChoiceListAttribute,name,schema_metadata,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy schema; Product assignment is separate,Taxonomy/channel mapping,name,LEAD_COMPLETENESS_PASS
TaxonomyChoiceListAttribute,values,structured_capability,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy schema; Product assignment is separate,Taxonomy/channel mapping,values,LEAD_COMPLETENESS_PASS
TaxonomyMeasurementAttribute,id,external_system_metadata,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy schema; Product assignment is separate,Taxonomy/channel mapping,id,LEAD_COMPLETENESS_PASS
TaxonomyMeasurementAttribute,name,schema_metadata,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy schema; Product assignment is separate,Taxonomy/channel mapping,name,LEAD_COMPLETENESS_PASS
TaxonomyMeasurementAttribute,options,structured_capability,taxonomy_standard_category,2026-07,admin_graphql_taxonomy,READ,Shopify-owned taxonomy schema; Product assignment is separate,Taxonomy/channel mapping,options,LEAD_COMPLETENESS_PASS
BulkOperationCapability,bulkOperationRunQuery,structured_capability,connector_bulk_transport,2026-07,admin_graphql_bulk_operations,async query execution,starts bulk query; current 2026-07 concurrency applies,Connector transport/runtime,high-volume READ,LEAD_COMPLETENESS_PASS
BulkOperationCapability,bulkOperationRunMutation,structured_capability,connector_bulk_transport,2026-07,admin_graphql_bulk_operations,async mutation result,executes one mutation per JSONL input line via staged upload,Connector transport/runtime,high-volume WRITE,LEAD_COMPLETENESS_PASS
BulkOperationCapability,query_connection_limit,connector_context,connector_bulk_transport,2026-07,admin_graphql_bulk_operations,up to five connections / depth-two nesting documented,,Connector transport/runtime,bulk query shape constraint,LEAD_COMPLETENESS_PASS
BulkOperationCapability,result_retention,connector_context,connector_bulk_transport,2026-07,admin_graphql_bulk_operations,result URLs retained seven days,,Connector transport/runtime,ephemeral result retention,LEAD_COMPLETENESS_PASS
BulkOperationCapability,query_concurrency,connector_context,connector_bulk_transport,2026-07,admin_graphql_bulk_operations,up to five bulk query operations per app/shop from 2026-01+,,Connector transport/runtime,per-shop concurrency,LEAD_COMPLETENESS_PASS
BulkOperationCapability,mutation_jsonl,structured_capability,connector_bulk_transport,2026-07,admin_graphql_bulk_operations,JSONL output/result,staged-upload JSONL input; each line separate mutation execution,Connector transport/runtime,bulk mutation input/output format,LEAD_COMPLETENESS_PASS
BulkOperationCapability,partialDataUrl,derived_projection,connector_bulk_transport,2026-07,admin_graphql_bulk_operations,partial result URL on failed operation,system-owned,Connector transport/runtime,partial failure evidence,LEAD_COMPLETENESS_PASS
BulkOperationCapability,objectCount,derived_projection,connector_bulk_transport,2026-07,admin_graphql_bulk_operations,processed object count,system-owned,Connector transport/runtime,progress evidence,LEAD_COMPLETENESS_PASS
BulkOperationCapability,rootObjectCount,derived_projection,connector_bulk_transport,2026-07,admin_graphql_bulk_operations,processed root object count,system-owned,Connector transport/runtime,progress evidence,LEAD_COMPLETENESS_PASS
BulkOperationCapability,status,external_system_metadata,connector_bulk_transport,2026-07,admin_graphql_bulk_operations,operation status,system-owned,Connector transport/runtime,operation lifecycle,LEAD_COMPLETENESS_PASS
WebhookSubscription,apiVersion,connector_context,connector_freshness_events,2026-07,shopify_webhooks,READ subscription config,WRITE subscription/app config,Connector freshness/runtime,payload serialization API version,LEAD_COMPLETENESS_PASS
WebhookSubscription,filter,connector_context,connector_freshness_events,2026-07,shopify_webhooks,READ subscription config,WRITE subscription/app config,Connector freshness/runtime,delivery filter,LEAD_COMPLETENESS_PASS
WebhookSubscription,format,connector_context,connector_freshness_events,2026-07,shopify_webhooks,READ subscription config,WRITE subscription/app config,Connector freshness/runtime,delivery format,LEAD_COMPLETENESS_PASS
WebhookSubscription,id,external_system_metadata,connector_freshness_events,2026-07,shopify_webhooks,READ subscription config,WRITE subscription/app config,Connector freshness/runtime,subscription GID,LEAD_COMPLETENESS_PASS
WebhookSubscription,includeFields,connector_context,connector_freshness_events,2026-07,shopify_webhooks,READ subscription config,WRITE subscription/app config,Connector freshness/runtime,payload field inclusion,LEAD_COMPLETENESS_PASS
WebhookSubscription,metafieldNamespaces,connector_context,connector_freshness_events,2026-07,shopify_webhooks,READ subscription config,WRITE subscription/app config,Connector freshness/runtime,included metafield namespaces,LEAD_COMPLETENESS_PASS
WebhookSubscription,metafields,connector_context,connector_freshness_events,2026-07,shopify_webhooks,READ subscription config,WRITE subscription/app config,Connector freshness/runtime,included metafield identifiers,LEAD_COMPLETENESS_PASS
WebhookSubscription,name,connector_context,connector_freshness_events,2026-07,shopify_webhooks,READ subscription config,WRITE subscription/app config,Connector freshness/runtime,subscription label,LEAD_COMPLETENESS_PASS
WebhookSubscription,topic,connector_context,connector_freshness_events,2026-07,shopify_webhooks,READ subscription config,WRITE subscription/app config,Connector freshness/runtime,event topic,LEAD_COMPLETENESS_PASS
WebhookSubscription,uri,connector_context,connector_freshness_events,2026-07,shopify_webhooks,READ subscription config,WRITE subscription/app config,Connector freshness/runtime,destination URI,LEAD_COMPLETENESS_PASS
InventoryItem,variant,structured_capability,variant_identity,2026-07,admin_graphql_inventory,READ relationship,system relationship; Product/variant mutations own association,Product catalogue / external identity,associated ProductVariant,LEAD_COMPLETENESS_PASS
SellingPlan,metafieldDefinitions,schema_metadata,selling_plans_purchase_options,2026-07,admin_graphql_selling_plans,READ definitions,"definition writes through metafield-definition surfaces, not SellingPlan scalar mutation",Purchase options / connector schema,selling-plan metafield definitions,LEAD_COMPLETENESS_PASS
Metafield,description,schema_metadata,dynamic_metafields,2026-07,admin_graphql_metafields,READ,definition/owner controlled; not a generic value write,Connector schema / dynamic fields,metafield description,LEAD_COMPLETENESS_PASS
Metaobject,staffMember,external_system_metadata,metaobject_structures,2026-07,admin_graphql_metaobjects,READ creator/staff attribution,system-owned,Connector metadata,associated staff member,LEAD_COMPLETENESS_PASS
DeliveryProfile,activeMethodDefinitionsCount,derived_projection,delivery_profiles,2026-07,admin_graphql_delivery_profiles,READ,system-owned/read-only projection,Fulfillment/shipping,active delivery method count,LEAD_COMPLETENESS_PASS
DeliveryProfile,default,derived_projection,delivery_profiles,2026-07,admin_graphql_delivery_profiles,READ,system-owned/read-only projection,Fulfillment/shipping,whether this is shop default profile,LEAD_COMPLETENESS_PASS
DeliveryProfile,locationsWithoutRatesCount,derived_projection,delivery_profiles,2026-07,admin_graphql_delivery_profiles,READ,system-owned/read-only projection,Fulfillment/shipping,locations without rates count,LEAD_COMPLETENESS_PASS
DeliveryProfile,originLocationCount,derived_projection,delivery_profiles,2026-07,admin_graphql_delivery_profiles,READ,system-owned/read-only projection,Fulfillment/shipping,origin location count,LEAD_COMPLETENESS_PASS
DeliveryProfile,sellingPlanGroups,structured_capability,delivery_profiles,2026-07,admin_graphql_delivery_profiles,READ,WRITE for app-owned profile/association where supported; merchant-owned delivery-profile APIs are deprecated under market-driven shipping,Fulfillment/shipping,associated SellingPlanGroups,LEAD_COMPLETENESS_PASS
DeliveryProfile,unassignedLocations,structured_capability,delivery_profiles,2026-07,admin_graphql_delivery_profiles,READ,WRITE for app-owned profile/association where supported; merchant-owned delivery-profile APIs are deprecated under market-driven shipping,Fulfillment/shipping,unassigned locations projection,LEAD_COMPLETENESS_PASS
DeliveryProfile,unassignedLocationsPaginated,structured_capability,delivery_profiles,2026-07,admin_graphql_delivery_profiles,READ,WRITE for app-owned profile/association where supported; merchant-owned delivery-profile APIs are deprecated under market-driven shipping,Fulfillment/shipping,paginated unassigned locations,LEAD_COMPLETENESS_PASS
DeliveryProfile,version,external_system_metadata,delivery_profiles,2026-07,admin_graphql_delivery_profiles,READ,system-owned/read-only projection,Fulfillment/shipping,profile version,LEAD_COMPLETENESS_PASS
DeliveryProfile,zoneCountryCount,derived_projection,delivery_profiles,2026-07,admin_graphql_delivery_profiles,READ,system-owned/read-only projection,Fulfillment/shipping,zone country count,LEAD_COMPLETENESS_PASS
DeliveryProfile,productVariantsCountV2,derived_projection,delivery_profiles,2026-07,admin_graphql_delivery_profiles,READ,system-owned/read-only projection,Fulfillment/shipping,variant count projection V2,LEAD_COMPLETENESS_PASS
